,name_en,name_sa,Nose_CenterShoulders_CenterHips,LeftHip_LeftShoulder_LeftElbow,RightHip_RightShoulder_RightElbow,LeftShoulder_LeftElbow_LeftWrist,RightShoulder_RightElbow_RightWrist,LeftShoulder_CenterShoulders_Nose,RightShoulder_CenterShoulders_Nose,LeftIndex1_LeftWrist_LeftElbow,RightIndex1_RightWrist_RightElbow,LeftShoulder_LeftHip_LeftKnee,RightShoulder_RightHip_RightKnee,LeftHip_LeftKnee_LeftAnkle,RightHip_RightKnee_RightAnkle,LeftKnee_LeftAnkle_LeftFootIndex,RightKnee_RightAnkle_RightFootIndex,LeftElbow_CenterShoulders_RightElbow,LeftKnee_CenterHips_RightKnee
10,Downward-facing Dog,Adho mukha svanasana,169.33823901712196,129.39086058204742,163.23874401355664,98.99397002982275,155.59015556292925,107.20131761670545,72.79868238329455,156.1420800489433,131.54056079321023,59.6349765583442,61.86949356336516,160.88383648092554,167.21975459225285,84.75118805658266,90.2004117363512,126.55005020042375,61.32903187133715
11,Downward-facing Dog,Adho mukha svanasana,161.89529882101613,128.3673260380764,162.88954995915427,104.27705197465119,154.97277205586096,103.82374454648051,76.17625545351949,153.9835594213134,127.1762335555696,59.972978523945464,67.07890757025547,158.6611625983802,167.1086580756776,84.80056305082553,88.13929107542145,126.25844494614834,56.29123431277045
12,Downward-facing Dog,Adho mukha svanasana,162.81744504381297,125.75316198554924,162.40656920116265,99.46971386806452,151.93611714394896,106.86927817896525,73.13072182103475,155.63482327474955,123.20871854656615,63.66825339136257,72.06689411672801,158.14223176307664,164.86617686904643,82.36666630285642,84.58841673262388,127.97675588095716,56.38503504371619
13,Downward-facing Dog,Adho mukha svanasana,163.7785784140302,128.5608171219706,161.5939705560379,97.00430917267227,150.06324268440895,104.35429274880892,75.6457072511911,156.61813601500054,122.74042496516255,59.317948465876,66.32098001995395,157.60791875476957,166.69624273533643,84.3131649854389,87.01103612900766,127.83664419338116,58.83777869462151
14,Downward-facing Dog,Adho mukha svanasana,159.6787509363542,132.65643014565296,159.80659211884944,95.17854955812484,148.01361514652743,102.01750431725256,77.98249568274746,161.5483466570381,124.73453889513529,55.34520753551309,58.89557510445136,158.32495944306686,165.77669453100054,84.29104676354828,88.65399540051611,127.29019413776273,61.7383260007995
15,Downward-facing Dog,Adho mukha svanasana,143.14749853256984,127.63025943451896,164.44737760804114,92.70529253145413,147.13113282561764,94.2139020404631,85.7860979595369,159.5774891950151,118.68562656956104,60.243239389331166,62.575006858502675,163.858827011268,167.31370560870752,85.04448352558778,89.77871097626172,127.69277841094707,62.902714332116595
16,Downward-facing Dog,Adho mukha svanasana,134.34179780967762,121.71847876612998,162.29523995335907,93.29880648548834,152.81646586659085,91.22655177446057,88.77344822553943,160.64748296598594,130.6074104030826,62.97185557829144,64.44611437139118,163.99176169611655,167.96319094564996,85.17607859212664,88.17453939472762,131.566756823581,64.29273830095312
17,Downward-facing Dog,Adho mukha svanasana,132.02576188446952,123.96587203451611,163.68073239285783,93.96570580327648,141.973895441406,91.54743209203242,88.45256790796759,161.28950631861926,120.99355915093636,56.19867538779188,56.575516227597255,156.98501969610456,165.51052984417424,85.59301210651128,90.7841115980427,125.6018884720327,62.15584154537253
18,Downward-facing Dog,Adho mukha svanasana,137.78957057206412,140.3670884511425,156.0031672768015,98.88052250031052,135.18976695809408,97.45787096182919,82.54212903817083,162.1420353923046,120.19500821242814,55.50368235923277,64.83310417246622,163.39609858314404,170.93258561418259,90.62177637510378,92.44148968171818,122.61602734498112,51.33138363445398
19,Downward-facing Dog,Adho mukha svanasana,138.0173680516189,115.91430771790638,152.3103282926183,103.86438014429899,135.08936313806655,107.14284700025571,72.85715299974429,155.51377649974654,105.43303170492773,103.72346529639096,111.49668539330295,174.4734769588176,176.64091678874044,91.41007486033486,83.02982061082572,124.44664506496889,37.67255508504322
20,Downward-facing Dog,Adho mukha svanasana,148.96483835973822,122.03045908607268,168.02062910624204,94.48874392616246,128.12783457938477,101.48778480715232,78.51221519284768,162.33838460149067,125.33476280851544,79.65299285610067,78.88957094568,167.6982993444251,173.86359059286778,94.9504346731946,90.9628091922557,128.26071469379724,54.12956827521639
21,Downward-facing Dog,Adho mukha svanasana,140.82681667028032,124.63938056522187,162.84555024227893,86.93381458615914,127.16557195093957,96.43743828086225,83.56256171913776,165.38480263628017,112.54591678766025,74.52386841029846,69.21591957737385,171.04159483890885,176.99808187437716,98.07230112138102,98.98510757895161,128.31529251145338,69.10504591281878
22,Downward-facing Dog,Adho mukha svanasana,134.55078085392717,107.85438677468866,166.5838984862906,94.01805165358813,151.5637174758883,98.88233992677849,81.11766007322153,159.79308002117008,134.20526409414353,77.91679519473163,78.0040726982672,160.7819492588103,168.42669420065755,87.11610660920482,92.69119306228045,129.01075481773435,64.05550430368422
23,Downward-facing Dog,Adho mukha svanasana,142.23722580921856,127.52148995709484,162.18132879463346,96.94434125903429,148.85143861178116,97.34568294660822,82.65431705339178,159.61256555527103,127.99020049581276,58.82940481065978,64.5699281250227,166.62462504908308,172.55023574171278,93.81753143347017,97.95699559196609,129.4824304156536,61.73739623740917
24,Downward-facing Dog,Adho mukha svanasana,150.8675272636919,130.4705618522352,162.71957588886028,98.52621888720572,135.58232922486664,97.568428262667,82.431571737333,165.50042540592423,126.40789899790873,61.12258598557996,65.62937628671898,165.51046914611183,171.11806417948952,92.21005578304852,93.36718768750912,125.09761673474299,51.74680212353393
25,Downward-facing Dog,Adho mukha svanasana,159.57900868732906,139.08804541324787,161.01644990395826,100.7166238429826,144.59315103028715,100.45004775424148,79.54995224575853,163.58274339092785,128.31921802046662,56.11459073868665,62.03964596227425,165.9061581816061,172.4085117861615,91.85081687565219,93.18900504428333,124.23508460675872,56.33212237752875
26,Downward-facing Dog,Adho mukha svanasana,165.8678857972218,135.176674581627,164.09775383272392,100.76276545873081,140.76273399226486,107.80062326058753,72.19937673941247,168.33810465250187,122.8246268677052,61.37606767131054,69.97208948602197,165.84123082510845,173.1477246605098,90.37918854960051,90.51572615243704,120.66701790345007,50.736648897990854
27,Downward-facing Dog,Adho mukha svanasana,163.8540503015692,126.53039123712546,163.25802872395366,97.77354405302066,143.10631842366175,110.26258718793287,69.73741281206713,161.67598956883484,114.70299054541387,68.95434556894907,78.07466561800845,161.24784586687517,169.8523709548417,84.95468914729301,84.13109980728089,122.18326757773427,51.75108901333657
28,Downward-facing Dog,Adho mukha svanasana,159.524155681111,135.34209753009614,159.90618090370148,104.4948004595579,145.9531716848371,106.10129751925437,73.89870248074563,157.84816242191465,115.52166843580697,64.6180876715156,75.56178800221187,164.2221069678742,173.43981011651468,83.26424470467728,84.28779353773369,122.76552523828347,51.941158418910994
29,Downward-facing Dog,Adho mukha svanasana,151.1339726389387,128.94785595144688,161.81858369457768,101.198525408459,143.3907395667407,100.73411864053496,79.26588135946503,160.34956522520378,133.85190810243887,62.69929115880447,70.32128553441987,166.02374157883798,172.9390237578848,93.70529454423378,92.77524232438195,126.63833088473922,54.13168681964325
30,Downward-facing Dog,Adho mukha svanasana,132.19767599989908,127.58762819624873,166.33195232280428,96.63120373386398,143.8382902425462,92.83520264627853,87.16479735372147,157.707382089622,108.59641691631931,62.71066119415071,69.80395454966042,169.56643036096403,173.56471579903436,95.61365125423661,99.15078061434912,125.49910991483456,58.13645706152926
31,Downward-facing Dog,Adho mukha svanasana,167.31178006121897,134.95964795247764,151.43439802393476,108.56274575733619,156.189185641489,118.64708248848825,61.35291751151176,156.31575650036808,116.06253319486133,62.13623184135616,61.78282705746375,122.23657091851105,102.59797166028541,84.95427998862236,78.42959672930256,122.23698541894355,70.32622231677081
32,Downward-facing Dog,Adho mukha svanasana,168.83068749551703,129.00339107974028,163.14685319017673,98.05763327367151,143.26852498872387,108.09962470863678,71.90037529136323,161.96974128960758,125.59826598469981,67.0919560045713,66.89018141530269,163.97550859337267,170.3088796723474,99.41466098969362,100.51430820151151,125.79863545304153,61.00712935639664
33,Downward-facing Dog,Adho mukha svanasana,169.82907339370797,135.21965221871173,158.30787137320425,91.46587065282765,139.30249686089186,105.22648248118129,74.77351751881871,167.75528303667684,118.58678794804258,61.61525108015574,57.00986845983222,166.34664499702407,171.8095616771883,101.31910898758214,104.35243594916045,127.92358553219998,71.03037097832906
34,Downward-facing Dog,Adho mukha svanasana,169.66201372290536,138.23219556477446,158.7000185080934,92.9329145962513,133.84251226558885,110.86645488838431,69.13354511161569,167.9131782904499,114.84500166193045,58.596830458055756,61.92651273603958,162.0533647876264,168.9620961011755,96.84248227134928,96.65876844495989,124.15087932012639,57.56284023931843
35,Downward-facing Dog,Adho mukha svanasana,169.26743856245437,148.2836116314629,159.79881644671656,92.63213269523689,134.11118052503505,115.97704784329215,64.02295215670785,171.10139411958534,111.90346474075272,55.014680830014335,60.94719114804136,164.70201076155251,173.6314447444185,98.8016143321868,98.69121971816283,122.52332949118951,54.195856084819795
36,Downward-facing Dog,Adho mukha svanasana,174.38730144676532,143.04456971713898,160.94740664074294,95.30807939766196,141.63837522144289,110.44589007821018,69.55410992178983,168.03237571485627,114.09526956619894,57.60349599447159,64.25153853609174,166.53828608785284,173.64401443758015,99.7234546090359,99.41260834538028,124.68095315804432,55.09266585503807
37,Downward-facing Dog,Adho mukha svanasana,172.28444385800623,146.78426229584016,158.46008237268495,93.13016174963774,135.18695879608129,112.76523945617849,67.23476054382151,168.20230265229563,115.49954814999911,54.533832241862285,60.03343630017653,163.9671118090498,172.0177333455912,100.05727648677897,99.30159384479062,124.6669665630517,54.41675349188353
38,Downward-facing Dog,Adho mukha svanasana,173.433421293431,146.2340499567278,158.56552472467357,90.64138953566564,129.5435046514822,106.91216224678342,73.08783775321658,169.21018147561662,114.6091568933877,55.15087567652908,60.21963512582351,167.24000349989598,174.7598381916828,97.87397171219087,101.09912489985504,123.82817728974044,56.62497677502449
39,Downward-facing Dog,Adho mukha svanasana,166.50327178880303,134.21730810712398,159.91534028715776,102.35649819216121,155.15118660282388,103.522015721649,76.477984278351,151.35914494590122,120.44183511470003,66.40929142912837,74.82980993280277,164.63708299844814,168.45942331217395,96.30753967780178,97.17277408404789,127.73935274512317,58.791752231972865
40,Downward-facing Dog,Adho mukha svanasana,143.71014360800834,133.88884971810074,157.239905018466,88.83243839455169,128.5345964005144,101.71063587889809,78.28936412110191,167.44326371870645,122.09066085642297,61.02548375065356,69.97763648502904,162.4333031753473,168.96939800136292,88.5468208798321,88.7033151195672,127.97233775639698,55.851161910687566
41,Downward-facing Dog,Adho mukha svanasana,143.5598439839391,132.3080459195055,161.24638535735846,90.56604774510367,127.72668612296644,99.77588795713586,80.22411204286414,166.61822411020194,118.60629437029814,64.55296446207946,72.10035208488995,160.86307233838096,167.52194908508193,87.68227103706924,87.69330014637333,125.63976273969101,54.08137802364031
42,Downward-facing Dog,Adho mukha svanasana,146.77954225928866,139.52846969848824,158.17958441429644,94.8131307297466,126.79934623465675,97.43083901397536,82.56916098602464,166.38649608811247,116.26152866663557,59.372235660493274,68.70808992663652,159.27514300378797,168.26834887709867,89.27447094431716,89.04589646845332,122.1247289873628,50.84957845421881
43,Downward-facing Dog,Adho mukha svanasana,138.07811360738634,132.44595460944083,155.41349891932302,96.82359974793184,131.19236600010308,100.68358494891008,79.31641505108993,161.33887780245635,114.55613899235944,78.4153706526758,87.11917844411238,163.08224537097067,173.25689562989234,83.36662417076155,81.24924683971383,122.52505466353851,49.23438924399667
44,Downward-facing Dog,Adho mukha svanasana,147.53840251419297,126.96521370243266,160.42183457615292,84.69502325892695,122.28669862208021,104.25077822191315,75.74922177808686,166.8462747206726,118.8839401219063,68.34448237760562,74.07041442614772,170.62766155614642,177.96478160252525,94.12780199663875,93.39980901631657,130.00044471306788,52.72200889479009
45,Downward-facing Dog,Adho mukha svanasana,166.03479565109404,131.49259087901603,164.62274645476052,100.9224926493422,145.984580164082,107.77560238516816,72.22439761483184,162.30760858871744,118.05478019674709,69.97110972960675,77.265398262907,166.11246006940138,173.8489402032564,100.64604012489872,101.27571473076371,122.04898517762894,57.025115653508564
46,Happy Baby's pose,Ananda Balasana,140.80179095665878,67.05876252846822,62.08040519928623,108.06171293104828,135.93737923499617,97.75463830177456,82.24536169822545,173.9605244620735,115.90803340209521,36.36279568196992,33.71699912760749,119.90170511141496,41.055446685449816,118.25997976196098,119.38378891478688,125.4693651064068,142.51719096890122
47,Happy Baby's pose,Ananda Balasana,125.97534263989682,82.36125169550479,99.84698294873132,119.53779413789172,146.66246143814206,112.45459495174723,67.54540504825279,147.50137544009038,156.01119097682843,32.11379251737188,37.89258968346631,135.18252391032206,83.47659297667423,111.46650508985051,104.6261761699756,134.78198951884383,135.75968070779112
48,Happy Baby's pose,Ananda Balasana,132.17820888490536,70.4573666439732,96.51073197254321,101.65136675574979,146.41980481570323,117.23699170830807,62.763008291691925,158.77127553312937,152.8760157634272,40.46413347645737,33.11286565761829,133.4401319989859,76.01183966603718,116.2789626766001,99.99054231358416,134.2070926426325,137.3107527783684
49,Happy Baby's pose,Ananda Balasana,127.78010988524451,70.89794765437426,106.79372580202731,139.5683391809243,159.84874297670177,138.06727686896238,41.93272313103762,135.76775819901758,176.07725608517762,51.82251904860419,27.2683521922752,134.31589434805315,71.96707310590352,127.15533231168598,119.69087906483566,138.02204975037168,137.05431305866998
50,Happy Baby's pose,Ananda Balasana,111.57876137304753,66.4486014296967,89.86931430551122,112.68047164863115,143.14315001112305,145.44905101156752,34.550948988432474,162.09623008756466,164.14244325094188,21.105000010330702,33.95909308627434,114.89849399902322,57.67376511343878,121.77659518715407,129.97826443810285,124.96811017549967,126.04251940469136
51,Happy Baby's pose,Ananda Balasana,94.29870204224865,79.39049929457478,59.70937820935203,101.88267270101348,136.05174491995257,156.38045455550912,23.61954544449087,169.84680790141178,145.34746993882717,14.516932742831235,51.49993430100827,86.15740178024829,31.907878322550147,135.16920436355215,138.1219615780768,114.53889620523704,124.99302444611611
52,Happy Baby's pose,Ananda Balasana,96.07518894070887,79.09537488887695,60.8806960563579,98.95077249032899,134.99949086061372,160.6936768063584,19.3063231936416,170.70649324833062,146.93792188963192,8.229328322279507,47.98707503474993,94.34095565919404,32.8074738569327,133.11385227451652,151.3214964034855,109.1507148588161,125.26314369782591
53,Happy Baby's pose,Ananda Balasana,121.6241786289641,53.187919778876285,91.3310498109561,116.23304179651072,151.52066992926981,133.52948071072478,46.47051928927523,164.65756038945398,166.5167051993283,52.3230892467091,36.26085897284008,131.35231576460708,53.463389696386045,108.4005728395775,108.1730035253552,123.30265059769918,143.63814311351217
54,Happy Baby's pose,Ananda Balasana,92.40700197564288,94.52378806184713,54.73758494194619,97.98411835737338,139.14577813503743,157.61122775241412,22.38877224758586,166.11968967560009,159.9774194100269,30.017329658574166,48.64116104565126,83.82982486015614,37.262913297657526,136.68201449172048,144.84797995428752,121.77583916776705,117.20561463091111
55,Happy Baby's pose,Ananda Balasana,110.59695742585511,58.85998219005708,46.077894385840516,102.75150630083162,138.25945382745778,140.1213422376407,39.87865776235928,172.228289645563,120.18943987314984,23.0573376719808,42.54571984137825,74.30891819960667,40.122227640024896,151.4824479068794,150.7809945243476,115.23633698432201,132.42903470518053
56,Happy Baby's pose,Ananda Balasana,109.98946000254391,38.62916321906,65.98677277630055,123.37074913944019,125.78572482658095,93.69510968502553,86.30489031497449,166.99700584466967,142.99445937074069,27.898261453688846,39.77331089356953,67.34035630001712,59.36192398673692,151.262602964076,126.56689082070456,127.11308947570723,138.63025521985307
57,Happy Baby's pose,Ananda Balasana,122.70561346541406,74.27402372592437,56.11581860012519,99.49469255098212,137.7714916743201,104.62207286944553,75.37792713055448,165.75767843589617,147.13146429513503,12.72312282881718,36.84080011174579,78.96465243912385,38.129739586829096,143.41415627626753,142.92762820147522,116.29589616574867,129.51922734295778
58,Happy Baby's pose,Ananda Balasana,121.61895351899236,61.40051986859558,53.77009147287745,102.9412283243306,138.122915899936,104.34118739572538,75.65881260427462,171.91057878839237,135.5240340006502,27.990576183538263,36.72165559784712,58.21941564910992,48.14256251349761,141.1212726523727,130.44631119339365,116.0088901712223,133.42738096034512
59,Happy Baby's pose,Ananda Balasana,113.01721637491616,36.30168397936221,52.214376268984246,121.00670597537714,137.28250546838987,93.58636024197021,86.41363975802979,173.30154769827166,127.14513584279473,29.328793119001343,19.94294942026153,60.36357338327137,37.6693223253535,143.08555002011857,135.38161227673797,115.56531735574845,123.41189653025089
60,Happy Baby's pose,Ananda Balasana,115.59578954624523,78.61550876498129,53.225999434227404,95.58956625564944,126.36129918165118,89.14408416712844,90.85591583287156,170.52048168641596,147.7528981483283,13.024392224114612,40.519066563722795,69.82207933227139,53.783984114732554,148.09397470359724,140.6369649496763,132.09005366573118,127.47577984239969
61,Happy Baby's pose,Ananda Balasana,113.74039450635736,62.88629725018006,59.78262211283425,102.9914986864828,128.08612773464966,93.82076133497333,86.17923866502667,173.04781012227474,142.45298774154253,14.335889382403966,40.26372190839192,64.90304607372612,49.07257235310336,140.2747540760304,131.04761838957094,129.8626277960108,127.56455322357286
62,Happy Baby's pose,Ananda Balasana,113.7813549959184,55.67397259874151,61.58083921492532,106.67675812986852,126.63244206432825,89.61455079223747,90.38544920776253,170.84599511705377,135.4354612283618,14.26829318285216,39.699588338042254,62.32086581696967,43.35374027829938,138.3963501812104,131.76710695783635,129.79861892022927,126.9814501536513
63,Happy Baby's pose,Ananda Balasana,113.0711532328015,75.10201820796925,55.06966848367957,100.79207527915024,119.35686110003743,82.91396933891642,97.08603066108358,167.40304224532156,156.17389005048244,23.631560747612074,44.29655199173273,54.60812981280034,58.073148185213526,152.16131576325887,146.72538977567896,133.30818450220602,121.44103943761063
64,Happy Baby's pose,Ananda Balasana,115.05762692062122,51.00713405008918,58.33893506626445,111.16828694148744,128.18300734270173,92.5028792200554,87.4971207799446,173.29983403317877,133.27064695610431,16.99605554034301,35.118479435870675,64.87393344475484,45.58469918111511,146.79763036830758,137.7431959840757,129.32019301351698,129.00011060672128
65,Andrea's Cat,,,,,,,,,,,,,,,,,,
66,Andrea's Cat,,,,,,,,,,,,,,,,,,
67,Andrea's Cat,,138.23877623393886,43.2138349974202,27.421392056370905,105.28366906533739,107.73577091146012,55.85627004904324,124.14372995095677,153.15603840109088,162.7226239842884,148.4531558618064,139.90501973478075,124.10920697956502,57.26908206795544,119.42223683440098,89.00504631183858,86.52767408390075,27.393165834539243
68,Andrea's Cat,,153.12630841721514,58.96048437859704,27.734885804990725,117.65579989092134,61.87108953646853,89.56424352940836,90.43575647059164,143.65875121957072,158.38479116718977,41.98179306340145,37.20944917745521,134.4741563160137,135.92709287574843,113.07773912731746,97.434908742852,120.61918211074902,31.23496798424626
69,Andrea's Cat,,127.56470728689229,12.115900078372277,7.010344968115754,123.72984652090362,162.0373856334338,110.31129535268379,69.68870464731621,165.8257343886645,115.36355900584097,91.80574825183645,96.70455336124598,170.3123435483918,25.84896113289653,148.5627624586641,98.15815718850145,81.31699302856872,48.39749762090362
70,Andrea's Cat,,150.41822105294972,37.9228865787689,6.743738620145987,93.3790141021533,91.01918896996105,74.47523964926194,105.52476035073808,166.4869757871273,121.44434748277837,38.74703337959105,54.52291929287276,118.67758919467319,135.6546065124721,136.77646893119615,141.70688476825399,105.96792743068823,92.82399108255989
71,Andrea's Cat,,138.48273573251066,63.41233696111325,6.272177016884925,143.56739396416117,106.41731258045,108.13696355354027,71.86303644645974,121.4180094537938,139.04270161686182,32.29242371050693,62.86623995641602,117.00125253265087,57.861680740267225,111.12099188341202,163.46000940121124,107.52171647510235,108.62911549797265
72,Andrea's Cat,,129.72705854696548,27.09970847352154,31.997187862995546,118.4370262915324,78.65237298752817,109.10701291104408,70.89298708895592,170.5006022336363,92.45271919096416,78.83544699409428,51.00148063779287,146.60829347093693,144.31066356356732,150.3644093900155,139.4747865524523,116.93704350544175,48.18549167194166
73,Andrea's Cat,,145.2046722678535,80.61441309636375,24.21646867836246,133.68034015125613,49.16282236826249,88.40269518329706,91.59730481670296,158.15157757144962,157.62520486930302,32.14058229605239,45.042774097908335,94.81583172332091,115.13624693204903,138.65012436080477,122.62425257541341,129.6190959193733,98.68537228711624
74,Andrea's Cat,,112.88920557526902,28.747606570155455,12.072017645080761,131.54079153355622,99.38634632149937,48.056990205882045,131.94300979411796,148.35509877662653,137.81191441044476,161.27059439737656,171.81449082873166,166.81948990849705,161.47967891668927,119.98163798998662,130.17207889009148,75.30340466892969,38.30723231180338
75,Andrea's Cat,,142.22308871587532,33.36631654624184,11.736117151133403,79.7976494745349,83.12674602086412,113.05573242188471,66.9442675781153,157.20191670658022,148.9452941748544,56.97249573770767,33.195826540916116,137.70534131282417,131.49424096083058,141.46626875781715,124.05586408871618,106.90527852328324,29.916065256175305
76,Andrea's Cat,,127.81865451686625,47.83072890294079,14.625668561912429,92.3545319082255,85.93618266753198,136.89172542752814,43.10827457247188,135.2720342351888,141.7474686391581,30.41045176646125,41.58689128433262,147.46981425695407,32.08129600435885,124.5883471052925,144.36097093114722,112.38053199463094,97.1198434512189
77,Andrea's Cat,,134.409738385922,45.58185427424079,43.7728934938747,85.11126667953639,67.51598816636483,128.21601221866226,51.78398778133774,141.23730932620447,115.1014429626037,74.56799509964074,65.32841090153762,163.40253948565322,55.95807406807603,146.60561741407543,72.32104582915886,119.00970238823862,70.31731256114846
78,Andrea's Cat,,156.64276043479174,56.468739933560464,12.184739389546717,79.24239447819882,89.45195453756662,91.63461573187574,88.36538426812426,141.37525679548304,147.84978686026102,55.946571426223855,35.09935932594823,162.46053851478686,149.61248470365732,129.54345948169495,115.10282313383614,111.22032859749076,31.294860671592346
79,Andrea's Cat,,157.2098935233912,41.62778348038292,5.417545021191962,77.90795306182747,94.92605975627895,72.92268597483643,107.07731402516359,151.92531563041075,131.4465586240811,43.559938237588135,40.30678700451763,138.20208148872885,138.80461406560914,114.5868229407785,107.04579881510956,115.5031393091509,54.80029772018056
80,Andrea's Cat,,156.86081083219935,55.46941879212405,6.00955992864842,72.15724782547727,89.65748323183453,77.42912254039324,102.57087745960675,149.8918411845327,140.72289366154106,43.58075814191715,40.69269637126211,143.15408182387065,138.50131361678544,118.5012502188233,110.81621546488036,118.96094105483995,54.952747085323836
81,Andrea's Cat,,134.11586971700422,60.287014690377426,21.35422225432101,146.92029700243427,122.26845626518333,84.5278258050295,95.47217419497052,148.7963324211668,167.61228646650494,171.59989736604774,156.47494268701075,157.44940407067494,173.40270083021903,103.49896546888719,109.50612517526638,125.85829324820492,68.51430872064329
82,Andrea's Cat,,169.5418725191214,38.05396399935347,59.42540383059368,114.26421277349465,118.43145432789709,121.82437192293891,58.175628077061084,140.20595541579527,146.79308201970557,26.37481019255126,26.6686505002108,54.51994779853254,57.28106048845787,60.05911426411175,57.80461814777067,71.8571876180615,9.503698558440856
83,Andrea's Cat,,151.05347852293508,26.958347083517808,47.29563136886868,121.90581274427922,131.08830982063412,113.48466590014426,66.51533409985574,140.0962442516164,151.28028239224258,28.777592637366766,23.75568650999262,18.642906702090333,22.190438971265916,56.301000921079314,60.803253608748584,67.37885834026915,9.7029988523929
84,Andrea's Cat,,156.61400614758563,16.318179042357286,51.86173364332718,109.34335675470969,152.90812597275462,144.4588000807027,35.5411999192973,163.11450677624913,152.8784306361775,151.70862491918416,130.49463956358053,163.9220180647233,123.3982719713738,86.15320246226365,77.854878122717,92.26932618295272,45.333111023643745
85,Andrea's Cat,,,,,,,,,,,,,,,,,,
86,Andrea's Cat,,131.44531457223778,65.49873511773424,113.38660381610397,144.74385203131072,137.50793941550188,113.2131649616867,66.7868350383133,96.97426280886228,138.52617746269115,105.17331997834782,98.84919445172449,135.28082270257258,123.54943377670735,120.69610854468314,97.0160607665229,98.71636041804963,50.26081416858119
